MJD, Mag, MagErr
58148.562000,0.069320,0.050970
58157.643000,0.126417,0.056040
58161.568000,-0.081707,0.049150
58164.223000,0.019222,0.051080
58171.260000,-0.051947,0.053960
58187.437000,-0.042657,0.048560
58203.087000,0.053672,0.051750
58204.358000,0.096959,0.052840
58206.500000,0.023570,0.045730
58233.286000,-0.001134,0.043980
58240.219000,0.140129,0.049430
58241.223000,0.044058,0.049750
58243.273000,0.071419,0.049820
58244.042000,0.029044,0.050360
58274.250000,0.073801,0.045380
58286.281000,-0.030069,0.047100
58300.115000,0.030343,0.049180
58308.094000,-0.027817,0.048140
58309.079000,0.002695,0.050430
58310.076000,0.056248,0.048730
58311.072000,0.139571,0.047430
58312.069000,0.012802,0.050180
58313.068000,0.067533,0.046020
58314.071000,0.014243,0.046730
58316.058000,0.041979,0.047870
58323.029000,0.211834,0.049430
58324.032000,0.076581,0.044250
58328.018000,0.028641,0.046020
58328.995000,0.113764,0.044410
58332.008000,0.119962,0.046970
58332.984000,-0.019083,0.048380
58333.992000,0.020041,0.049110
58335.993000,0.027893,0.045860
58337.986000,0.035135,0.045730
58340.979000,0.053767,0.047470
58341.975000,0.015975,0.045860
58446.653000,0.064871,0.044070
58448.642000,0.074957,0.040820
